committee_thomas_id,bioguide_id,member_thomas_id,rank,member_name,party,title
SSEV,B000711,00116,1,Barbara Boxer,minority,Ranking Member
SSEV,C000174,00179,2,Thomas R. Carper,minority,
SSEV,C000141,00174,3,Benjamin L. Cardin,minority,
SSEV,S000033,01010,4,Bernard Sanders,minority,
SSEV,W000802,01823,5,Sheldon Whitehouse,minority,
SSEV,M001176,01900,6,Jeff Merkley,minority,
SSEV,G000555,01866,7,Kirsten E. Gillibrand,minority,
SSEV,B001288,02194,8,Cory A. Booker,minority,
SSEV,M000133,00735,9,Edward J. Markey,minority,
HSSM27,R000597,02160,1,Tom Rice,majority,Chair
HSSM27,H001051,02044,2,Richard L. Hanna,majority,
HSSM27,H001057,02020,3,Tim Huelskamp,majority,
HSSM27,B001290,02203,4,Dave Brat,majority,
HSSM27,R000600,02222,5,Aumua Amata Coleman Radewagen,majority,
HSSM27,K000388,02294,6,Trent Kelly,majority,
HSSM27,C001080,01970,1,Judy Chu,minority,Ranking Member
SSSB,V000127,01609,1,David Vitter,majority,Chairman
SSSB,R000584,01896,2,James E. Risch,majority,
SSSB,R000595,02084,3,Marco Rubio,majority,
SSSB,P000603,02082,4,Rand Paul,majority,
SSSB,S001184,02056,5,Tim Scott,majority,
SSSB,F000463,02179,6,Deb Fischer,majority,
SSSB,G000562,01998,7,Cory Gardner,majority,
SSSB,E000295,02283,8,Joni Ernst,majority,
SSSB,A000368,02075,9,Kelly Ayotte,majority,
SSSB,E000285,01542,10,Michael B. Enzi,majority,
SSSB,S001181,01901,1,Jeanne Shaheen,minority,Ranking Member
SSSB,C000127,00172,2,Maria Cantwell,minority,
SSSB,C000141,00174,3,Benjamin L. Cardin,minority,
SSSB,H001069,02174,4,Heidi Heitkamp,minority,
SSSB,M000133,00735,5,Edward J. Markey,minority,
SSSB,B001288,02194,6,Cory A. Booker,minority,
SSSB,C001088,01984,7,Christopher A. Coons,minority,
SSSB,H001042,01844,8,Mazie K. Hirono,minority,
SSSB,P000595,01929,9,Gary Peters,minority,
HSII13,F000456,01924,1,John Fleming,majority,Chair
HSII13,Y000033,01256,2,Don Young,majority,
HSII13,W000804,01886,3,Robert J. Wittman,majority,
HSII13,M001177,01908,4,Tom McClintock,majority,
HSII13,L000571,01960,5,Cynthia M. Lummis,majority,
HSII13,D000615,02057,6,Jeff Duncan,majority,
HSII13,G000565,01992,7,Paul A. Gosar,majority,
HSII13,L000578,02100,8,Doug LaMalfa,majority,
HSII13,D000612,01995,9,Jeff Denham,majority,
HSII13,G000577,02245,10,Garret Graves,majority,
HSII13,N000189,02275,11,Dan Newhouse,majority,
HSII13,M001193,02258,12,Thomas MacArthur,majority,
HSII13,B001250,01753,13,Rob Bishop,majority,Ex Officio
HSII13,H001068,02101,1,Jared Huffman,minority,Ranking Member
HSII13,N000179,01602,2,Grace F. Napolitano,minority,
HSII13,C001059,01774,3,Jim Costa,minority,
HSII13,G000574,02226,4,Ruben Gallego,minority,
HSII13,B001245,01723,5,Madeleine Z. Bordallo,minority,
HSII13,S001177,01962,6,Gregorio Kilili Camacho Sablan,minority,
HSII13,R000599,02109,7,Raul Ruiz,minority,
HSII13,L000579,02111,8,Alan S. Lowenthal,minority,
HSII13,T000474,02231,9,Norma J. Torres,minority,
HSII13,D000624,02251,10,Debbie Dingell,minority,
HSII13,G000551,01708,11,Raúl M. Grijalva,minority,Ex Officio
SSAP19,K000360,01647,1,Mark Kirk,majority,Chairman
SSAP19,M000355,01395,2,Mitch McConnell,majority,
SSAP19,M001153,01694,3,Lisa Murkowski,majority,
SSAP19,H001061,02079,4,John Hoeven,majority,
SSAP19,C001035,01541,5,Susan M. Collins,majority,
SSAP19,B001236,01687,6,John Boozman,majority,
SSAP19,C001047,01676,7,Shelley Moore Capito,majority,
SSAP19,C001075,01925,8,Bill Cassidy,majority,
SSAP19,C000567,00213,9,Thad Cochran,majority,Ex Officio
SSAP19,T000464,01829,1,Jon Tester,minority,Ranking Member
SSAP19,M001111,01409,2,Patty Murray,minority,
SSAP19,R000122,00949,3,Jack Reed,minority,
SSAP19,U000039,01567,4,Tom Udall,minority,
SSAP19,S001194,02173,5,Brian Schatz,minority,
SSAP19,B001230,01558,6,Tammy Baldwin,minority,
SSAP19,M001169,01837,7,Christopher Murphy,minority,
SSAP19,M000702,00802,8,Barbara A. Mikulski,minority,Ex Officio
SSCM20,M000934,01507,1,Jerry Moran,majority,Chairman
SSCM20,B000575,01464,2,Roy Blunt,majority,
SSCM20,C001098,02175,3,Ted Cruz,majority,
SSCM20,F000463,02179,4,Deb Fischer,majority,
SSCM20,H001041,01863,5,Dean Heller,majority,
SSCM20,G000562,01998,6,Cory Gardner,majority,
SSCM20,D000618,02138,7,Steve Daines,majority,
SSCM20,T000250,01534,8,John Thune,majority,Ex Officio
SSCM20,B001277,02076,1,Richard Blumenthal,minority,Ranking Member
SSCM20,M001170,01820,2,Claire McCaskill,minority,
SSCM20,K000367,01826,3,Amy Klobuchar,minority,
SSCM20,M000133,00735,4,Edward J. Markey,minority,
SSCM20,B001288,02194,5,Cory A. Booker,minority,
SSCM20,U000039,01567,6,Tom Udall,minority,
SSCM20,N000032,00859,7,Bill Nelson,minority,Ex Officio
SSJU04,S001141,01548,1,Jeff Sessions,majority,Chairman
SSJU04,V000127,01609,2,David Vitter,majority,
SSJU04,P000612,02286,3,David Perdue,majority,
SSJU04,G000386,00457,4,Chuck Grassley,majority,
SSJU04,C001056,01692,5,John Cornyn,majority,
SSJU04,L000577,02080,6,Mike Lee,majority,
SSJU04,C001098,02175,7,Ted Cruz,majority,
SSJU04,T000476,02291,8,Thom Tillis,majority,
SSJU04,S000148,01036,1,Charles E. Schumer,minority,Ranking Member
SSJU04,L000174,01383,2,Patrick J. Leahy,minority,
SSJU04,F000062,01332,3,Dianne Feinstein,minority,
SSJU04,D000563,00326,4,Richard J. Durbin,minority,
SSJU04,K000367,01826,5,Amy Klobuchar,minority,
SSJU04,F000457,01969,6,Al Franken,minority,
SSJU04,B001277,02076,7,Richard Blumenthal,minority,
HSAS03,W000804,01886,1,Robert J. Wittman,majority,Chair
HSAS03,B001250,01753,2,Rob Bishop,majority,
HSAS03,H001053,02032,3,Vicky Hartzler,majority,
HSAS03,S001189,02009,4,Austin Scott,majority,
HSAS03,S001196,02263,5,Elise M. Stefanik,majority,Vice Chair
HSAS03,L000554,00699,6,Frank A. LoBiondo,majority,
HSAS03,R000575,01704,7,Mike Rogers,majority,
HSAS03,G000564,02043,8,Christopher P. Gibson,majority,
HSAS03,N000185,02001,9,Richard B. Nugent,majority,
HSAS03,W000815,02152,10,Brad R. Wenstrup,majority,
HSAS03,G000546,01656,11,Sam Graves,majority,
HSAS03,R000604,02265,12,Steve Russell,majority,
HSAS03,B001245,01723,1,Madeleine Z. Bordallo,minority,Ranking Member
HSAS03,D000598,01641,2,Susan A. Davis,minority,
HSAS03,C001069,01836,3,Joe Courtney,minority,
HSAS03,C001091,02163,4,Joaquin Castro,minority,
HSAS03,D000622,02123,5,Tammy Duckworth,minority,
HSAS03,P000608,02113,6,Scott H. Peters,minority,
HSAS03,G000571,02122,7,Tulsi Gabbard,minority,
HSAS03,O000170,02162,8,Beto O'Rourke,minority,
HSAS03,G000574,02226,9,Ruben Gallego,minority,
SPAG,C001035,01541,1,Susan M. Collins,majority,Chairman
SPAG,H000338,01351,2,Orrin G. Hatch,majority,
SPAG,K000360,01647,3,Mark Kirk,majority,
SPAG,F000444,01633,4,Jeff Flake,majority,
SPAG,S001184,02056,5,Tim Scott,majority,
SPAG,C001071,01825,6,Bob Corker,majority,
SPAG,H001041,01863,7,Dean Heller,majority,
SPAG,C001095,02098,8,Tom Cotton,majority,
SPAG,P000612,02286,9,David Perdue,majority,
SPAG,T000476,02291,10,Thom Tillis,majority,
SPAG,S001197,02289,11,Ben Sasse,majority,
SPAG,M001170,01820,1,Claire McCaskill,minority,Ranking Member
SPAG,N000032,00859,2,Bill Nelson,minority,
SPAG,C001070,01828,3,"Robert P. Casey, Jr.",minority,
SPAG,W000802,01823,4,Sheldon Whitehouse,minority,
SPAG,G000555,01866,5,Kirsten E. Gillibrand,minority,
SPAG,B001277,02076,6,Richard Blumenthal,minority,
SPAG,D000607,01850,7,Joe Donnelly,minority,
SPAG,W000817,02182,8,Elizabeth Warren,minority,
SPAG,K000384,02176,9,Tim Kaine,minority,
SSJU23,F000444,01633,1,Jeff Flake,majority,Chairman
SSJU23,H000338,01351,2,Orrin G. Hatch,majority,
SSJU23,P000612,02286,3,David Perdue,majority,
SSJU23,L000577,02080,4,Mike Lee,majority,
SSJU23,T000476,02291,5,Thom Tillis,majority,
SSJU23,G000359,00452,6,Lindsey Graham,majority,
SSJU23,F000457,01969,1,Al Franken,minority,Ranking Member
SSJU23,F000062,01332,2,Dianne Feinstein,minority,
SSJU23,S000148,01036,3,Charles E. Schumer,minority,
SSJU23,W000802,01823,4,Sheldon Whitehouse,minority,
SSJU23,C001088,01984,5,Christopher A. Coons,minority,
HSSM23,H001051,02044,1,Richard L. Hanna,majority,Chair
HSSM23,K000362,01724,2,Steve King,majority,
HSSM23,G000564,02043,3,Christopher P. Gibson,majority,
HSSM23,K000387,02228,4,Stephen Knight,majority,
HSSM23,H001070,02260,5,Cresent Hardy,majority,
HSSM23,K000388,02294,6,Trent Kelly,majority,
HSSM23,T000473,02240,1,Mark Takai,minority,Ranking Member
SSAP01,M000934,01507,1,Jerry Moran,majority,Chairman
SSAP01,B000575,01464,2,Roy Blunt,majority,
SSAP01,C000567,00213,3,Thad Cochran,majority,
SSAP01,M000355,01395,4,Mitch McConnell,majority,
SSAP01,C001035,01541,5,Susan M. Collins,majority,
SSAP01,H001061,02079,6,John Hoeven,majority,
SSAP01,D000618,02138,7,Steve Daines,majority,
SSAP01,M001176,01900,1,Jeff Merkley,minority,Ranking Member
SSAP01,F000062,01332,2,Dianne Feinstein,minority,
SSAP01,T000464,01829,3,Jon Tester,minority,
SSAP01,U000039,01567,4,Tom Udall,minority,
SSAP01,L000174,01383,5,Patrick J. Leahy,minority,
SSAP01,B001230,01558,6,Tammy Baldwin,minority,
SSAP01,M000702,00802,7,Barbara A. Mikulski,minority,Ex Officio
HSAP,R000395,00977,1,Harold Rogers,majority,Chair
HSAP,F000372,00414,2,Rodney P. Frelinghuysen,majority,
HSAP,A000055,01460,3,Robert B. Aderholt,majority,
HSAP,G000377,01487,4,Kay Granger,majority,
HSAP,S001148,01590,5,Michael K. Simpson,majority,
HSAP,C001048,01670,6,John Abney Culberson,majority,
HSAP,C001045,01643,7,Ander Crenshaw,majority,
HSAP,C001051,01752,8,John R. Carter,majority,
HSAP,C000059,00165,9,Ken Calvert,majority,
HSAP,C001053,01742,10,Tom Cole,majority,
HSAP,D000600,01717,11,Mario Diaz-Balart,majority,
HSAP,D000604,01799,12,Charles W. Dent,majority,
HSAP,G000560,01979,13,Tom Graves,majority,
HSAP,Y000063,02021,14,Kevin Yoder,majority,
HSAP,W000809,01991,15,Steve Womack,majority,
HSAP,F000449,01793,16,Jeff Fortenberry,majority,
HSAP,R000583,01916,17,Thomas J. Rooney,majority,
HSAP,F000459,02061,18,"Charles J. ""Chuck"" Fleischmann",majority,
HSAP,H001056,02071,19,Jaime Herrera Beutler,majority,
HSAP,J000295,02154,20,David P. Joyce,majority,
HSAP,V000129,02105,21,David G. Valadao,majority,
HSAP,H001052,02026,22,Andy Harris,majority,
HSAP,R000591,01986,23,Martha Roby,majority,
HSAP,A000369,02090,24,Mark E. Amodei,majority,
HSAP,S001192,02168,25,Chris Stewart,majority,
HSAP,R000589,02068,26,E. Scott Rigell,majority,
HSAP,J000296,02199,27,David W. Jolly,majority,
HSAP,Y000066,02242,28,David Young,majority,
HSAP,J000297,02278,29,Evan H. Jenkins,majority,
HSAP,P000601,02035,30,Steven M. Palazzo,majority,
HSAP,L000480,00709,1,Nita M. Lowey,minority,Ranking Member
HSAP,K000009,00616,2,Marcy Kaptur,minority,
HSAP,V000108,01188,3,Peter J. Visclosky,minority,
HSAP,S000248,01042,4,José E. Serrano,minority,
HSAP,D000216,00281,5,Rosa L. DeLauro,minority,
HSAP,P000523,00930,6,David E. Price,minority,
HSAP,R000486,00997,7,Lucille Roybal-Allard,minority,
HSAP,F000030,00368,8,Sam Farr,minority,
HSAP,F000043,00371,9,Chaka Fattah,minority,
HSAP,B000490,00091,10,Sanford D. Bishop Jr.,minority,
HSAP,L000551,01501,11,Barbara Lee,minority,
HSAP,H001034,01634,12,Michael M. Honda,minority,
HSAP,M001143,01653,13,Betty McCollum,minority,
HSAP,I000057,01663,14,Steve Israel,minority,
HSAP,R000577,01756,15,Tim Ryan,minority,
HSAP,R000576,01728,16,C. A. Dutch Ruppersberger,minority,
HSAP,W000797,01777,17,Debbie Wasserman Schultz,minority,
HSAP,C001063,01807,18,Henry Cuellar,minority,
HSAP,P000597,01927,19,Chellie Pingree,minority,
HSAP,Q000023,01967,20,Mike Quigley,minority,
HSAP,K000381,02169,21,Derek Kilmer,minority,
SSJU,G000386,00457,1,Chuck Grassley,majority,Chairman
SSJU,H000338,01351,2,Orrin G. Hatch,majority,
SSJU,S001141,01548,3,Jeff Sessions,majority,
SSJU,G000359,00452,4,Lindsey Graham,majority,
SSJU,C001056,01692,5,John Cornyn,majority,
SSJU,L000577,02080,6,Mike Lee,majority,
SSJU,C001098,02175,7,Ted Cruz,majority,
SSJU,V000127,01609,8,David Vitter,majority,
SSJU,F000444,01633,9,Jeff Flake,majority,
SSJU,P000612,02286,10,David Perdue,majority,
SSJU,T000476,02291,11,Thom Tillis,majority,
SSJU,L000174,01383,1,Patrick J. Leahy,minority,Ranking Member
SSJU,F000062,01332,2,Dianne Feinstein,minority,
SSJU,S000148,01036,3,Charles E. Schumer,minority,
SSJU,D000563,00326,4,Richard J. Durbin,minority,
SSJU,W000802,01823,5,Sheldon Whitehouse,minority,
SSJU,K000367,01826,6,Amy Klobuchar,minority,
SSJU,F000457,01969,7,Al Franken,minority,
SSJU,C001088,01984,8,Christopher A. Coons,minority,
SSJU,B001277,02076,9,Richard Blumenthal,minority,
SSAS15,A000368,02075,1,Kelly Ayotte,majority,Chairman
SSAS15,I000024,00583,2,James M. Inhofe,majority,
SSAS15,F000463,02179,3,Deb Fischer,majority,
SSAS15,R000605,02288,4,Mike Rounds,majority,
SSAS15,E000295,02283,5,Joni Ernst,majority,
SSAS15,L000577,02080,6,Mike Lee,majority,
SSAS15,M000303,00754,7,John McCain,majority,Ex Officio
SSAS15,K000384,02176,1,Tim Kaine,minority,Ranking Member
SSAS15,M001170,01820,2,Claire McCaskill,minority,
SSAS15,S001181,01901,3,Jeanne Shaheen,minority,
SSAS15,H001042,01844,4,Mazie K. Hirono,minority,
SSAS15,H001046,01937,5,Martin Heinrich,minority,
SSAS15,R000122,00949,6,Jack Reed,minority,Ex Officio
HSBA16,G000548,01737,1,Scott Garrett,majority,Chair
HSBA16,H001060,02069,2,Robert Hurt,majority,Vice Chair
HSBA16,K000210,00635,3,Peter T. King,majority,
HSBA16,R000487,00998,4,Edward R. Royce,majority,
HSBA16,N000182,01758,5,Randy Neugebauer,majority,
HSBA16,M001156,01792,6,Patrick T. McHenry,majority,
HSBA16,H001058,02028,7,Bill Huizenga,majority,
HSBA16,D000614,02072,8,Sean P. Duffy,majority,
HSBA16,S001187,02047,9,Steve Stivers,majority,
HSBA16,F000458,02064,10,Stephen Lee Fincher,majority,
HSBA16,H001059,02015,11,Randy Hultgren,majority,
HSBA16,R000593,02003,12,Dennis A. Ross,majority,
HSBA16,W000812,02137,13,Ann Wagner,majority,
HSBA16,M001189,02130,14,Luke Messer,majority,
HSBA16,S001183,01994,15,David Schweikert,majority,
HSBA16,P000611,02247,16,Bruce Poliquin,majority,
HSBA16,H001072,02223,17,J. French Hill,majority,
HSBA16,H001036,01749,18,Jeb Hensarling,majority,Ex Officio
HSBA16,M000087,00729,1,Carolyn B. Maloney,minority,Ranking Member
HSBA16,S000344,01526,2,Brad Sherman,minority,
HSBA16,H000636,01490,3,Rubén Hinojosa,minority,
HSBA16,L000562,01686,4,Stephen F. Lynch,minority,
HSBA16,P000593,01835,5,Ed Perlmutter,minority,
HSBA16,S001157,01722,6,David Scott,minority,
HSBA16,H001047,01913,7,James A. Himes,minority,
HSBA16,E000288,01857,8,Keith Ellison,minority,
HSBA16,F000454,01888,9,Bill Foster,minority,
HSBA16,M001137,01506,10,Gregory W. Meeks,minority,
HSBA16,C001083,01999,11,John C. Carney Jr.,minority,
HSBA16,S001185,01988,12,Terri A. Sewell,minority,
HSBA16,M001191,02117,13,Patrick Murphy,minority,
HSBA16,W000187,01205,14,Maxine Waters,minority,Ex Officio
SSBU,E000285,01542,1,Michael B. Enzi,majority,Chairman
SSBU,G000386,00457,2,Chuck Grassley,majority,
SSBU,S001141,01548,3,Jeff Sessions,majority,
SSBU,C000880,00250,4,Mike Crapo,majority,
SSBU,G000359,00452,5,Lindsey Graham,majority,
SSBU,P000449,00924,6,Rob Portman,majority,
SSBU,T000461,02085,7,Patrick J. Toomey,majority,
SSBU,J000293,02086,8,Ron Johnson,majority,
SSBU,A000368,02075,9,Kelly Ayotte,majority,
SSBU,W000437,01226,10,Roger F. Wicker,majority,
SSBU,C001071,01825,11,Bob Corker,majority,
SSBU,P000612,02286,12,David Perdue,majority,
SSBU,S000033,01010,1,Bernard Sanders,minority,Ranking Member
SSBU,M001111,01409,2,Patty Murray,minority,
SSBU,W000779,01247,3,Ron Wyden,minority,
SSBU,S000770,01531,4,Debbie Stabenow,minority,
SSBU,W000802,01823,5,Sheldon Whitehouse,minority,
SSBU,W000805,01897,6,Mark R. Warner,minority,
SSBU,M001176,01900,7,Jeff Merkley,minority,
SSBU,B001230,01558,8,Tammy Baldwin,minority,
SSBU,K000384,02176,9,Tim Kaine,minority,
SSBU,K000383,02185,10,"Angus S. King, Jr.",minority,
SSVA,I000055,01608,1,Johnny Isakson,majority,Chairman
SSVA,M000934,01507,2,Jerry Moran,majority,
SSVA,B001236,01687,3,John Boozman,majority,
SSVA,H001041,01863,4,Dean Heller,majority,
SSVA,C001075,01925,5,Bill Cassidy,majority,
SSVA,R000605,02288,6,Mike Rounds,majority,
SSVA,T000476,02291,7,Thom Tillis,majority,
SSVA,S001198,02290,8,Daniel Sullivan,majority,
SSVA,B001277,02076,1,Richard Blumenthal,minority,Ranking Member
SSVA,M001111,01409,2,Patty Murray,minority,
SSVA,S000033,01010,3,Bernard Sanders,minority,
SSVA,B000944,00136,4,Sherrod Brown,minority,
SSVA,T000464,01829,5,Jon Tester,minority,
SSVA,H001042,01844,6,Mazie K. Hirono,minority,
SSVA,M001183,01983,7,"Joe Manchin, III",minority,
HSVR08,C001077,01912,1,Mike Coffman,majority,Chair
HSVR08,L000564,01834,2,Doug Lamborn,majority,
HSVR08,R000582,01954,3,David P. Roe,majority,
HSVR08,B001271,02027,4,Dan Benishek,majority,
HSVR08,H001057,02020,5,Tim Huelskamp,majority,
HSVR08,W000813,02128,6,Jackie Walorski,majority,
HSVR08,K000382,02145,1,Ann M. Kuster,minority,Ranking Member
HSVR08,O000170,02162,2,Beto O'Rourke,minority,
HSVR08,R000602,02262,3,Kathleen M. Rice,minority,
HSVR08,W000799,01856,4,Timothy J. Walz,minority,
HSIF03,W000413,01222,1,Ed Whitfield,majority,Chair
HSIF03,O000168,01955,2,Pete Olson,majority,Vice Chair
HSIF03,S000364,01527,3,John Shimkus,majority,
HSIF03,P000373,01514,4,Joseph R. Pitts,majority,
HSIF03,L000566,01885,5,Robert E. Latta,majority,
HSIF03,H001045,01933,6,Gregg Harper,majority,
HSIF03,M001180,02074,7,David B. McKinley,majority,
HSIF03,P000602,02022,8,Mike Pompeo,majority,
HSIF03,K000378,02014,9,Adam Kinzinger,majority,
HSIF03,G000568,02070,10,H. Morgan Griffith,majority,
HSIF03,J000292,02046,11,Bill Johnson,majority,
HSIF03,L000576,02033,12,Billy Long,majority,
HSIF03,E000291,02036,13,Renee L. Ellmers,majority,
HSIF03,F000461,02065,14,Bill Flores,majority,
HSIF03,M001190,02156,15,Markwayne Mullin,majority,
HSIF03,H001067,02140,16,Richard Hudson,majority,
HSIF03,B000213,00062,17,Joe Barton,majority,
HSIF03,U000031,01177,18,Fred Upton,majority,Ex Officio
HSIF03,R000515,01003,1,Bobby L. Rush,minority,Ranking Member
HSIF03,M001166,01832,2,Jerry McNerney,minority,
HSIF03,T000469,01942,3,Paul Tonko,minority,
HSIF03,E000179,00344,4,Eliot L. Engel,minority,
HSIF03,G000410,00462,5,Gene Green,minority,
HSIF03,C001036,01471,6,Lois Capps,minority,
HSIF03,D000482,00316,7,Michael F. Doyle,minority,
HSIF03,C001066,01839,8,Kathy Castor,minority,
HSIF03,S001168,01854,9,John P. Sarbanes,minority,
HSIF03,W000800,01879,10,Peter Welch,minority,
HSIF03,Y000062,01853,11,John A. Yarmuth,minority,
HSIF03,L000565,01846,12,David Loebsack,minority,
HSIF03,P000034,00887,13,Frank Pallone Jr.,minority,Ex Officio
HSGO06,D000621,02116,1,Ron DeSantis,majority,Chair
HSGO06,M000689,00800,2,John L. Mica,majority,
HSGO06,D000533,00322,3,John J. Duncan Jr.,majority,
HSGO06,H001071,02237,4,Jody B. Hice,majority,
HSGO06,R000604,02265,5,Steve Russell,majority,Vice Chair
HSGO06,H001073,02269,6,Will Hurd,majority,
HSGO06,L000562,01686,1,Stephen F. Lynch,minority,Ranking Member
HSGO06,K000385,02190,2,Robin L. Kelly,minority,
HSGO06,L000581,02252,3,Brenda L. Lawrence,minority,
HSGO06,L000582,02230,4,Ted Lieu,minority,
HSVR09,A000374,02244,1,Ralph Lee Abraham,majority,Chair
HSVR09,L000564,01834,2,Doug Lamborn,majority,
HSVR09,Z000017,02261,3,Lee M. Zeldin,majority,
HSVR09,C001106,02266,4,Ryan A. Costello,majority,
HSVR09,B001295,02243,5,Mike Bost,majority,
HSVR09,T000468,01940,1,Dina Titus,minority,Ranking Member
HSVR09,B001285,02106,2,Julia Brownley,minority,
HSVR09,R000599,02109,3,Raul Ruiz,minority,
HSAG22,S001189,02009,1,Austin Scott,majority,Chair
HSAG22,G000289,00446,2,Bob Goodlatte,majority,
HSAG22,L000491,00711,3,Frank D. Lucas,majority,
HSAG22,N000182,01758,4,Randy Neugebauer,majority,
HSAG22,R000575,01704,5,Mike Rogers,majority,
HSAG22,L000578,02100,6,Doug LaMalfa,majority,
HSAG22,D000619,02126,7,Rodney Davis,majority,
HSAG22,K000388,02294,8,Trent Kelly,majority,
HSAG22,S001157,01722,1,David Scott,minority,Ranking Member
HSAG22,V000132,02167,2,Filemon Vela,minority,
HSAG22,M001185,02150,3,Sean Patrick Maloney,minority,
HSAG22,K000368,01907,4,Ann Kirkpatrick,minority,
HSAG22,A000371,02229,5,Pete Aguilar,minority,
SSJU21,C001056,01692,1,John Cornyn,majority,Chairman
SSJU21,T000476,02291,2,Thom Tillis,majority,
SSJU21,G000359,00452,3,Lindsey Graham,majority,
SSJU21,C001098,02175,4,Ted Cruz,majority,
SSJU21,V000127,01609,5,David Vitter,majority,
SSJU21,D000563,00326,1,Richard J. Durbin,minority,Ranking Member
SSJU21,W000802,01823,2,Sheldon Whitehouse,minority,
SSJU21,C001088,01984,3,Christopher A. Coons,minority,
SSJU21,F000457,01969,4,Al Franken,minority,
SSEG,M001153,01694,1,Lisa Murkowski,majority,Chairman
SSEG,B001261,01881,2,John Barrasso,majority,
SSEG,R000584,01896,3,James E. Risch,majority,
SSEG,L000577,02080,4,Mike Lee,majority,
SSEG,F000444,01633,5,Jeff Flake,majority,
SSEG,D000618,02138,6,Steve Daines,majority,
SSEG,C001075,01925,7,Bill Cassidy,majority,
SSEG,G000562,01998,8,Cory Gardner,majority,
SSEG,P000449,00924,9,Rob Portman,majority,
SSEG,H001061,02079,10,John Hoeven,majority,
SSEG,A000360,01695,11,Lamar Alexander,majority,
SSEG,C001047,01676,12,Shelley Moore Capito,majority,
SSEG,C000127,00172,1,Maria Cantwell,minority,Ranking Member
SSEG,W000779,01247,2,Ron Wyden,minority,
SSEG,S000033,01010,3,Bernard Sanders,minority,
SSEG,S000770,01531,4,Debbie Stabenow,minority,
SSEG,F000457,01969,5,Al Franken,minority,
SSEG,M001183,01983,6,"Joe Manchin, III",minority,
SSEG,H001046,01937,7,Martin Heinrich,minority,
SSEG,H001042,01844,8,Mazie K. Hirono,minority,
SSEG,K000383,02185,9,"Angus S. King, Jr.",minority,
SSEG,W000817,02182,10,Elizabeth Warren,minority,
HSGO24,M001187,02142,1,Mark Meadows,majority,Chair
HSGO24,J000289,01868,2,Jim Jordan,majority,
HSGO24,W000798,01855,3,Tim Walberg,majority,Vice Chair
HSGO24,G000566,02058,4,Trey Gowdy,majority,
HSGO24,M001184,02094,5,Thomas Massie,majority,
HSGO24,M001182,02059,6,Mick Mulvaney,majority,
HSGO24,B001297,02233,7,Ken Buck,majority,
HSGO24,C001103,02236,8,"Earl L. ""Buddy"" Carter",majority,
HSGO24,G000576,02276,9,Glenn Grothman,majority,
HSGO24,C001078,01959,1,Gerald E. Connolly,minority,Ranking Member
HSGO24,M000087,00729,2,Carolyn B. Maloney,minority,
HSGO24,N000147,00868,3,Eleanor Holmes Norton,minority,
HSGO24,C001049,01654,4,Wm. Lacy Clay,minority,
HSGO24,L000562,01686,5,Stephen F. Lynch,minority,
HSGO24,P000610,02274,6,Stacey E. Plaskett,minority,
HSVR,M001144,01685,1,Jeff Miller,majority,Chair
HSVR,L000564,01834,2,Doug Lamborn,majority,
HSVR,B001257,01838,3,Gus M. Bilirakis,majority,
HSVR,R000582,01954,4,David P. Roe,majority,
HSVR,B001271,02027,5,Dan Benishek,majority,
HSVR,H001057,02020,6,Tim Huelskamp,majority,
HSVR,C001077,01912,7,Mike Coffman,majority,
HSVR,W000815,02152,8,Brad R. Wenstrup,majority,
HSVR,W000813,02128,9,Jackie Walorski,majority,
HSVR,A000374,02244,10,Ralph Lee Abraham,majority,
HSVR,Z000017,02261,11,Lee M. Zeldin,majority,
HSVR,C001106,02266,12,Ryan A. Costello,majority,
HSVR,R000600,02222,13,Aumua Amata Coleman Radewagen,majority,
HSVR,B001295,02243,14,Mike Bost,majority,
HSVR,B000911,00132,1,Corrine Brown,minority,Ranking Member
HSVR,T000472,02110,2,Mark Takano,minority,
HSVR,B001285,02106,3,Julia Brownley,minority,
HSVR,T000468,01940,4,Dina Titus,minority,
HSVR,R000599,02109,5,Raul Ruiz,minority,
HSVR,K000382,02145,6,Ann M. Kuster,minority,
HSVR,O000170,02162,7,Beto O'Rourke,minority,
HSVR,R000602,02262,8,Kathleen M. Rice,minority,
HSVR,W000799,01856,9,Timothy J. Walz,minority,
HSVR,M001166,01832,10,Jerry McNerney,minority,
SSRA,B000575,01464,1,Roy Blunt,majority,Chairman
SSRA,A000360,01695,2,Lamar Alexander,majority,
SSRA,M000355,01395,3,Mitch McConnell,majority,
SSRA,C000567,00213,4,Thad Cochran,majority,
SSRA,R000307,00968,5,Pat Roberts,majority,
SSRA,S000320,01049,6,Richard C. Shelby,majority,
SSRA,C001098,02175,7,Ted Cruz,majority,
SSRA,C001047,01676,8,Shelley Moore Capito,majority,
SSRA,B001236,01687,9,John Boozman,majority,
SSRA,W000437,01226,10,Roger F. Wicker,majority,
SSRA,S000148,01036,1,Charles E. Schumer,minority,Ranking Member
SSRA,F000062,01332,2,Dianne Feinstein,minority,
SSRA,D000563,00326,3,Richard J. Durbin,minority,
SSRA,U000039,01567,4,Tom Udall,minority,
SSRA,W000805,01897,5,Mark R. Warner,minority,
SSRA,L000174,01383,6,Patrick J. Leahy,minority,
SSRA,K000367,01826,7,Amy Klobuchar,minority,
SSRA,K000383,02185,8,"Angus S. King, Jr.",minority,
